!Sample_title	PRB12546 MixA	PRB12547 MixA	PRB12548 MixA	PRB12549 MixB	PRB12550 MixB	PRB12551 MixB	PRB12552 MixC	PRB12553 MixC	PRB12554 MixC	PRB12555 MixD	PRB12556 MixD	PRB12557 MixD
233825_s_at	408.337	402.13	411.713	335.634	376.527	239.414	356.592	321.271	501.077	501.225	397.02	410.548
233826_at	50.303	22.088	41.264	35.831	7.435	45.063	28.255	31.351	48.115	80.361	32.564	32.752
233827_s_at	2588.97	2872.739	3285.906	3179.134	3831.395	3053.3	2887.216	3216.378	3141.883	2698.828	2723.322	3518.485
233828_at	73.881	52.404	26.598	19.41	6.709	71.872	13.976	102.234	83.66	72.007	65.064	68.682
233829_at	8.515	5.285	16.508	5.275	23.289	7.471	15	5.734	50.101	32.418	8.599	8.9
233830_at	177.154	173.125	221.504	134.856	236.452	222.203	225.066	213.423	336.122	278.732	112.912	255.406
233831_at	89.93	45.04	37.087	14.817	73.219	51.121	19.479	26.494	9.687	97.599	6.547	65.349
233832_at	61.768	80.151	106.236	128.253	94.886	153.312	149.684	211.555	138.023	86.105	154.185	113.339
233833_at	102.071	271.884	221.083	188.808	211.212	279.996	148.676	240.787	142.372	245.173	211.65	112.299
233834_at	47.068	67.104	51.892	14.201	8.11	43.502	19.014	68.196	10.325	30.093	33.053	32.271
233835_at	23.89	15.519	15.368	20.092	19.166	20.67	16.378	24.005	33.195	29.868	14.149	20.007
233836_at	100.242	62.32	30.922	143.728	14.533	109.546	29.028	130.751	79.292	197.946	132.415	155.686
233837_at	38.097	41.482	132.069	155.451	142.955	35.632	45.074	193.542	51.244	49.895	33.262	229.397
233838_at	66.497	26.091	40.304	34.828	52.252	33.44	45.189	75.408	52.977	44.424	36.196	41.038
233839_at	40.658	4.126	66.374	11.033	67.424	124.9	46.68	49.597	11.183	27.066	15.495	68.785
233840_at	4.585	5.921	8.171	32.704	54.163	72.461	15.203	37.263	13.435	48.966	48.129	86.08
233841_s_at	684.576	776.262	662.092	690.725	633.835	666.615	551.841	517.228	603.844	506.327	603.622	517.664
233842_x_at	2932.045	2566.366	2911.79	2640.348	2718.987	2632.36	2701.466	2721.574	3051.692	2811.788	2658.715	2741.906
233843_at	11.264	18.101	65.772	47.629	49.369	20.516	26.704	17.54	63.187	92.154	71.518	84.889
233844_at	205.157	229.184	190.469	217.501	182.037	183.095	161.082	192.413	207.468	217.125	124.559	204.367
233845_at	33.004	14.139	16.701	6.217	24.211	36.702	26.826	16.545	41.558	19.5	13.968	33.892
233846_at	71.038	16.625	19.931	14.173	65.233	23.014	25.559	15.48	56.32	20.649	45.128	65.853
233847_x_at	0.962	4.796	0.827	12.966	0.46	1.138	0.658	1.313	0.52	1.333	1.935	1.036
233848_x_at	22.869	14.649	7.518	5.22	5.393	7.48	8.931	43.211	38.912	11.32	6.919	14.314
233849_s_at	569.519	614.547	632.333	590.652	456.302	554.461	377.477	474.473	464.447	353.851	403.084	452.264
233850_s_at	198.163	184.564	182.233	231.063	163.549	187.969	133.35	185.675	125.362	166.909	169.29	175.25
233851_s_at	809.602	677.027	726.028	855.706	986.604	917.338	809.207	871.918	862.129	788.13	790.498	721.001
233852_at	585.19	652.54	463.327	577.542	625.673	814.029	482.789	627.366	444.77	525.206	756.39	770.424
233853_at	22.018	39.038	10.432	51.164	83.429	80.748	41.29	29.909	76.246	74.163	41.342	86.53
233854_x_at	39.84	44.316	34.565	28.278	72.831	48.456	51.646	45.455	64.447	47.723	25.74	45.91
233855_at	23.739	14.134	16.343	18.711	131.977	34.595	54.782	53.68	35.897	20.342	26.36	33.704
233856_at	15.031	19.884	13.083	22.253	25.282	48.026	45.61	47.253	38.889	55.066	31.578	8.258
233858_at	11.996	31.64	2.979	11.887	55.819	11.425	32.103	32.424	5.165	38.138	15.861	23.902
233859_at	140.684	86.336	22.858	207.589	34.335	99.631	151.319	30.096	85.713	108.715	32.235	142.148
233860_s_at	3.514	7.697	4.637	6.352	10.239	13.991	7.078	7.938	3.845	7.633	3.827	5.208
233861_at	31.711	21.056	59.818	5.156	41.379	5.048	1.03	5.219	3.904	9.476	25.284	4.242
233862_at	27.723	73.788	94.273	73.47	23.82	68.975	26.276	45.547	78.455	14.204	56.749	14.926
233863_at	3.823	25.468	6.645	2.877	24.951	17.696	18.378	11.491	25.783	17.07	10.095	7.518
233864_s_at	3425.117	3397.818	3085.667	3769.785	3169.29	3614.47	3673.017	3581.811	3228.661	3432.115	3886.538	3680.37
233865_at	46.141	68.212	143.11	26.459	115.409	32	38.31	47.416	133.252	94.843	76.246	95.526
233866_at	18.507	60.608	16.975	63.387	112.53	82.404	100.032	49.753	52.179	152.798	83.864	133.12
233867_at	44.867	87.326	59.478	91.835	100.226	178.708	97.407	123.646	114.252	67.197	84.978	148.517
233868_x_at	81.459	65.358	82.975	122.803	106.79	104.691	222.483	78.923	145.089	252.589	49.999	89.625
233869_x_at	20.435	24.652	38.992	43.277	5.36	40.597	34.185	26.293	28.975	42.816	42.955	53.104
233870_at	74.304	26.265	69.387	90.158	114.766	152.353	81.147	24.254	200.97	61.305	29.621	54.293
233871_at	22.497	35.248	7.929	62.958	11.816	98.478	9.641	16.018	67.777	22.198	20.838	55.036
233872_x_at	3.18	10.087	14.719	15.163	6.679	2.612	5.43	46.43	3.912	7.662	5.151	7.765
233873_x_at	1161.242	1161.322	963.047	1252.465	1149.474	1051.433	1137.297	1191.921	1126.652	1222.908	1162.125	1131.176
233874_at	58.854	74.597	6.239	72.259	28.216	91.65	12.1	84.306	59.428	49.071	106.193	91.775
233875_at	32.404	23.922	36.346	7.224	1.386	1.824	24.907	7.641	44.202	9.713	4.279	35.461
233876_at	56.389	66.145	28.448	46.61	54.994	64.1	35.312	38.227	31.876	21.912	59.405	57.65
233877_at	20.237	26.411	23.531	31.047	38.745	24.113	35.057	17.767	44.262	18.855	35.128	20.645
233878_s_at	3094.122	2889.743	3429.866	2650.233	2706.391	2386.425	2554.851	2699.552	2710.565	2930.643	2661.946	2497.023
233879_at	37.517	54.759	90.585	64.686	46.163	42.26	16.98	84.386	58.998	57.875	3.022	4.045
233880_at	22.78	59.26	135.324	8.434	71.88	12.736	27.71	36.765	33.651	21.533	21.215	26.57
233881_s_at	464.019	436.012	418.706	256.683	302.555	292.062	378.254	334.791	389.474	298.235	339.137	321.83
233882_s_at	78.184	19.037	11.674	29.347	88.352	101.472	116.99	127.994	139.075	135.615	84.395	173.24
233883_at	67.983	99.321	76.922	57.836	23.062	76.888	43.249	61.164	24.184	110.724	11.083	23.437
233884_at	21.933	28.77	63.889	34.041	91.669	12.455	31.31	23.803	6.672	8.001	20.505	8.661
233885_at	21.353	31.359	43.16	13.612	52.271	7.972	26.573	26.676	42.329	21.794	28.108	25.848
233886_at	40.764	54.255	43.685	9.852	87.508	73.795	31.485	21.808	66.09	106.866	40.589	61.512
233887_at	36.01	31.19	20.98	53.534	8.321	10.896	39.135	44.68	89.716	76.866	35.203	59.35
233888_s_at	18.834	59.752	15.211	42.733	14.58	25.44	98.615	98.414	104.617	20.737	96.962	13.215
233889_at	243.997	275.277	177.853	71.137	148.554	26.764	254.947	211.985	234.051	217.971	212.051	262.507
233890_at	39.926	86.446	96.946	97.746	124.594	109.342	86.279	93.022	112.989	88.077	98.975	114.7
233891_at	164.846	153.125	190.008	165.994	157.681	156.249	134.835	160.974	139.672	199.399	115.593	120.685
233892_at	30.452	90.344	29.855	28.671	85.257	20.633	32.65	30.071	62.836	32.797	12.479	97.888
233893_s_at	435.617	446.235	397.907	516.369	511.845	458.168	410.077	490.906	402.816	475.745	587.788	463.62
233894_x_at	7.632	10.058	8.804	6.518	18.345	7.111	7.593	7.399	15.686	17.869	10.292	19.448
233895_at	38.127	5.228	21.633	34.533	13.624	30.298	13.693	43.027	13.797	36.781	8.021	22.661
233896_s_at	144.552	72.56	74.226	110.552	26.949	72.391	17.57	112.078	57.229	51.47	74.402	59.853
233897_at	16.183	12.524	9.203	7.933	40.123	6.771	10.341	11.142	25.963	6.569	4.575	43.258
233898_s_at	1657.713	1781.262	1798.08	1590.499	1480.705	1489.41	1811.412	1559.54	1271.431	1432.179	1720.773	1498.82
233899_x_at	371.736	418.234	376.797	456.552	422.334	434.301	328.334	293.514	332.541	389.329	412.343	443.743
233900_at	48.105	23.347	51.047	21.398	24.005	86.803	28.623	19.633	53.223	151.848	78.333	62.958
233901_at	68.871	45.858	95.568	61.702	30.352	25.668	31.832	60.572	43.115	56.284	80.811	73.943
233902_at	87.971	59.746	114.188	53.371	155.316	22.258	81.537	112.374	122.658	72.702	86.62	132.214
233903_s_at	88.548	100.309	58.681	117.875	76.52	112.175	62.721	87.035	8.541	54.358	67.623	47.11
233904_at	50.044	24.491	3.955	19.654	51.602	23.648	44.74	34.417	5.842	9.331	8.752	25.058
233905_at	23.055	21.929	38.775	19.801	20.126	10.665	22.753	42.703	19.025	33.395	9.483	21.591
233906_at	50.417	54.625	54.765	36.278	30.286	108.797	45.564	45.741	80.683	24.35	55.517	7.52
233907_s_at	43.741	32.016	51.356	2.473	6.295	87.031	15.85	15.632	66.202	49.172	2.859	39.78
233908_x_at	74.315	21.068	20.599	20.08	17.46	17.417	42.298	54.776	58.029	11.405	32.997	15.921
233909_at	82.888	18.824	51.21	38.593	11.283	122.462	15.806	35.553	37.374	83.613	45.7	133.516
233910_at	42.435	41.596	37.985	37.537	16.424	52.293	30.378	40.39	18.405	65.945	28.589	15.242
233911_s_at	58.513	71.891	91.667	27.363	54.374	62.369	11.749	51.389	59.328	85.432	76.164	72.824
233912_x_at	60.866	47.491	67.021	51.23	39.449	30.578	84.494	34.993	51.478	38.465	57.358	67.15
233913_at	55.333	7.206	10.236	14.72	9.473	8.949	6.913	14.164	14.435	17.886	13.903	20.6
233914_s_at	48.854	48.459	77.206	70.218	65.196	82.88	71.471	80.113	62.263	99.948	61.497	100.187
233915_at	21.904	60.561	2.744	4.547	45.999	40.621	15.323	20.262	64.637	22.843	28.488	7.532
233916_at	112.03	109.984	18.93	94.443	99.021	124.919	116.944	117.748	145.29	40.852	15.802	65.603
233917_s_at	719.403	818.687	671.339	609.609	417.162	437.722	652.062	704.176	497.01	546.967	448.429	508.689
233918_at	37.937	31.456	84.743	15.401	118.914	30.483	27.031	50.962	134.167	36.609	87.147	80.87
233919_s_at	265.111	223.485	386.381	243.778	329.071	225.595	285.646	165.189	233.584	200.629	229.693	182.541
233920_at	25.188	137.115	27.891	82.452	68.794	110.349	24.119	16.879	52.658	19.782	108.574	94.797
233921_s_at	58.201	48.952	66.661	39.014	13.882	43.88	18.882	91.325	14.034	19.419	86.697	20.941
233922_at	6.738	6.16	7.334	11.094	8.946	6.938	9.346	16.144	9.643	7.591	7.192	10.322
233923_at	13.869	10.232	11.835	17.473	12.479	6.494	6.02	18.399	20.096	13.95	9.65	47.687
233924_s_at	735.086	672.702	606.205	589.563	626.118	616.977	618.651	598.452	774.428	736.54	656.171	661.772
233925_at	65.808	131.07	124.742	49.56	147.571	143.471	143.869	150.343	32.608	134.347	67.913	128.8
233926_at	54.387	29.532	49.833	52.707	14.131	44.429	43.78	4.69	54.276	86.626	26.485	61.562
233927_at	10.406	70.405	21.519	10.342	45.053	54.774	8.751	9.844	44.206	26.763	6.711	69.21
233928_at	82.189	74.814	124.366	91.887	31.104	124.579	85.431	112.046	72.807	85.136	87.776	161.974
233929_x_at	1603.7	1198.662	1291.442	1088.842	1043.067	937.433	1173.07	1225.892	1213.818	1198.654	1160.253	1139.495
233930_at	40.988	22.35	21.716	64.11	96.912	71.576	72.217	100.552	120.494	107.802	63.462	71.388
233931_at	89.075	124.783	53.542	136.974	90.219	107.8	105.805	85.582	101.285	133.648	127.804	99.611
233932_at	37.099	13.04	47.172	31.133	18.922	31.798	31.9	13.9	70.37	55.67	11.784	46.726
233933_s_at	669.589	661.554	548.747	711.519	684.021	661.271	506.297	578.202	551.229	505.22	502.889	473.87
233934_at	127.064	147.601	47.389	140.32	172.321	168.263	155.595	150.541	123.85	171.854	154.033	106.267
233935_at	241.055	289.857	205.696	208.602	278.681	231.638	276.399	323.083	372.231	327.379	256.733	346.949
233936_s_at	2263.02	2610.564	2380.851	2411.328	1972.563	2385.368	2052.934	2235.532	2095.064	2112.079	2272.012	2324.933
233937_at	90.206	76.099	64.099	70.092	105.226	78.556	114.648	115.97	80.428	77.623	88.188	112.037
233938_at	32.458	75.983	115.034	119.062	60.448	60.634	30.918	29.551	30.476	13.059	27.133	36.747
233939_at	13.055	20.584	11.547	23.612	12.278	25.832	28.773	19.734	10.408	11.031	9.008	8.292
233940_at	90.355	113.588	135.241	115.702	188.619	164.962	217.91	143.389	189.309	149.079	115.609	155.414
233941_at	59.86	94.09	23.609	66.861	13.59	76.561	107.794	99.486	72.39	94.943	69.896	70.519
233942_at	4.299	13.667	10.808	10.362	12.25	6.099	5.853	23.741	8.743	5.033	21.431	18.068
233943_x_at	174.315	179.141	232.558	127.756	189.607	220.315	205.24	129.52	205.617	189.004	160.978	283.134
233944_at	5.642	7.009	37.124	2.472	4.055	26.413	7.515	19.489	7.247	18.739	5.17	6.426
233945_at	5.81	15.095	1.358	3.968	3.367	24.588	5.269	8.426	7.327	43.928	27.553	34.723
233946_at	223.099	422.118	270.558	227.704	246.695	317.305	389.587	299.077	291.384	338.661	219.248	229.431
233947_s_at	4.048	3.879	3.648	3.605	7.704	33.979	3.48	7.699	10.491	7.751	3.399	4.242
233948_at	95.4	26.926	49.844	10.933	79.547	128.646	48.384	40.375	91.824	83.911	61.515	38.95
233949_s_at	12.138	60.524	4.689	60.83	47.534	77.943	46.95	17.79	4.695	18.902	9.009	11.427
233950_at	81.013	35.969	65.326	126.999	217.675	135.869	24.61	60.938	86.821	101.192	95.461	101.912
233951_at	55.514	63.275	188.124	37.553	206.09	146.947	143.885	89.024	153.645	193.285	24.898	142.825
233952_s_at	606.12	732.678	595.64	463.529	591.618	656.46	536.93	483.39	498.602	523.482	534.339	436.127
233953_at	1.796	6.258	6.74	1.503	28.075	11.29	5.287	4.435	8.854	5.04	6.045	3.231
233954_at	18.589	29.939	39.575	21.434	10.593	35.021	37.779	43.364	2.232	16.387	5.008	3.964
233955_x_at	4255.835	4045.205	3958.235	3983.266	4401.928	4468.308	3548.075	3461.142	3270.507	4133.165	4176.835	4010.969
233956_at	194.051	64.497	290.595	62.173	255.595	121.615	256.274	221.977	206.709	209.289	111.366	294.206
233957_at	18.69	8.469	15.896	69.901	102.793	47.362	30.944	60.144	54.951	95.862	45.545	65.622
233958_at	7.138	9.095	39.88	11.083	7.453	15.635	11.819	44.523	82.031	21.34	71.636	68.856
233959_at	49.988	18.377	90.067	21.055	26.502	52.657	118.146	20.432	34.663	23.203	16.473	65.266
233960_s_at	287.374	259.845	195.897	307.817	265.369	386.776	283.539	240.764	213.447	373.289	180.863	259.221
233961_at	32.409	34.228	86.091	73.45	72.823	40.924	28.556	92.62	35.227	80.654	29.86	89.094
233962_at	29.057	8.641	7.118	10.698	14.041	12.685	22.858	15.498	14.168	22.286	5.788	20.048
233963_at	50.77	74.847	55.105	18.841	16.995	13.986	17.236	9.275	12.145	6.599	13.428	9.064
233964_at	97.571	49.33	105.586	135.783	110.166	101.006	131.734	93.684	85.038	89.23	135.347	147.498
233965_at	15.776	12.755	57.081	17.605	20.771	23.07	6.261	4.474	102.226	13.962	22.615	21.986
233966_at	38.36	15.504	73.368	17.748	75.59	119.939	20.391	26.217	55.35	32.045	57.042	53.382
233967_at	91.069	131.474	124.65	89.833	52.356	117.655	78.172	90.778	103.377	134.072	52.694	110.283
233968_at	12.833	9.781	6.522	11.151	8.278	9.201	13.166	17.122	14.444	13.04	24.214	13.703
233970_s_at	1638.142	1666.521	1642.725	2149.332	1810.285	1925.841	1619.523	1690.753	1652.538	1685.045	1795.143	1787.257
233971_at	91.569	79.838	13.085	21.302	25.832	95.536	87.198	62.891	43.671	58.545	29.159	19.588
233972_s_at	5.755	4.872	8.776	17.507	13.124	11.003	8.563	13.552	19.776	25.775	8.847	15.571
233973_at	21.228	32.064	25.188	14.955	12.657	29.068	14.554	7.76	24.812	23.039	81.451	51.595
233974_s_at	122.973	87.927	104.835	107.136	97.524	33.391	87.36	59.997	101.786	161.318	29.954	66.377
233975_at	145.44	125.497	127.108	116.751	26.323	188.509	135.589	147.694	104.45	128.39	139.839	84.468
233976_at	55.39	65.117	44.547	72.997	27.673	38.032	38.665	56.015	94.205	44.406	44.654	83.626
233977_at	315.213	235.121	260.42	269.431	314.46	198.433	165.646	228.211	160.472	149.277	323.856	284.609
233978_at	76.998	84.963	154.764	30.843	46.055	45.208	76.198	106.14	154.11	79.25	17.593	114.017
233979_s_at	53.14	32.08	9.197	8.337	14.649	11.194	5.447	20.887	12.579	17.673	45.255	5.799
233980_s_at	23.495	20.381	29.972	13.408	30.228	16.442	27.804	23.185	27.059	29.837	10.951	29.372
233981_at	23.937	21.975	19.5	13.36	10.031	21.61	10.993	20.765	22.615	14.977	8.481	27.948
233982_x_at	525.404	577.18	671.173	641.244	638.559	533.827	1042.104	744.069	634.135	857	722.335	658.028
233983_at	55.342	94.403	120.278	41.194	178.246	50.199	58.076	26.49	56.386	61.078	52.237	49.568
233984_at	107.189	66.159	92.563	83.966	108.163	29.094	50.012	89.036	102.244	31.885	11.298	93.883
233985_x_at	21.255	13.384	14.082	11.079	36.593	31.124	28.698	16.231	13.205	58.196	13.841	30.651
233986_s_at	96.943	217.842	249.7	124.924	147.796	145.869	263.669	222.417	293.713	189.661	148.6	199.787
233987_at	77.266	34.107	58.984	23.599	96.227	87.516	173.284	75.027	14.793	16.845	50.713	33.586
233988_x_at	21.37	4.932	18.574	12.863	76.27	6.782	9.902	44.215	31.15	19.685	35.923	26.647
233989_at	30.065	20.49	14.738	55.578	42.618	17.17	27.263	44.001	15.715	93.216	5.42	33.489
233990_at	166.212	199.21	162.04	186.07	145.826	143.622	211.004	155.792	183.852	104.354	103.635	238.602
233991_at	29.553	35.203	20.448	23.088	33.414	27.355	32.841	42.903	39.988	73.437	26.757	56.604
233992_x_at	386.295	436.169	435.603	444.2	360.281	564.827	467.94	350.044	375.752	456.216	425.591	382.086
233993_at	97.027	27.382	81.143	35.169	50.758	179.783	51.424	125.971	150.217	114.601	87.353	110.606
233994_at	7.334	10.807	48.719	49.081	17.522	82.139	44.45	33.103	40.486	49.726	31.827	94.556
233995_at	100.917	65.481	158.957	146.982	87.261	67.4	101.49	99.899	147.801	112.072	88.397	144.016
233996_x_at	25.827	3.43	4.65	47.925	15.458	2.056	7.928	10.652	53.099	21.629	7.779	9.259
233997_at	16.199	27.371	58.052	52.447	120.458	67.53	16.366	156.802	122.606	116.525	18.527	10.338
233998_x_at	7.764	10.625	3.363	15.913	14.507	5.772	11.089	14.945	24.063	4.048	5.518	4.768
233999_s_at	234.171	179.219	196.54	166.128	227.439	141.618	217.222	319.612	331.327	171.521	212.547	219.993
234000_s_at	6118.128	6307.697	6487.639	7563.761	7792.253	7790.615	7107.832	6387.779	6365.6	6583.205	5739.467	6192.109
234001_s_at	512.901	590.803	627.662	467.319	590.831	287.811	254.885	460.953	472.135	347.84	353.894	286.491
234002_at	6.813	3.698	4.731	5.303	4.896	5.373	4.225	5.044	5.537	4.954	6.005	4.837
234003_at	70.868	29.12	62.996	61.001	106.18	100.593	93.857	65.558	55.616	115.601	43.345	48.106
234004_at	129.592	142.127	112.257	112.209	105.53	95.971	46.605	72.837	120.176	117.48	46.487	171.222
234005_x_at	224.3	301.518	159.449	242.778	201.935	274.275	230.588	224.608	237.587	289.968	245.384	374.452
234006_s_at	178.326	104.897	136.314	187.758	209.112	96.349	117.822	165.298	261.388	253.195	98.265	127.691
234007_at	8.309	18.938	17.02	27.231	28.142	22.045	16.911	24.063	9.909	11.685	17.716	26.094
234008_s_at	54.027	146.331	186.01	68.332	114.779	28.507	95.464	77.143	31.036	29.816	98.627	35.229
234009_at	27.768	67.868	13.401	8.266	6.877	8.263	48.36	2.868	43.636	8.384	26.349	44.898
234010_at	69.346	48.177	85.535	80.29	57.457	107.641	78.477	48.208	49.558	104.573	65.41	79.503
234011_at	127.916	61.747	101.346	148.174	151.46	93.436	200.743	134.871	194.452	93.718	125.446	164.178
234012_at	48.02	100.221	191.645	48.015	118.391	186.381	92.796	185.812	68.938	157.407	33.545	168.777
234013_at	70.656	101.943	42.045	100.56	71.499	80.861	26.097	87.475	90.507	80.354	72.245	131.3
234014_at	45.141	33.105	4.784	17.987	97.461	26.305	52.496	19.536	7.536	74.694	9.716	88.875
234015_at	39.153	32.602	13.16	20.104	84.022	35.675	16.442	22.444	52.611	83.763	27.563	63.463
234016_at	8.647	8.132	6.535	11.344	7.923	8.695	11.481	10.066	11.205	8.852	11.496	23.137
234017_at	23.556	35.983	43.761	19.182	34.624	50.595	11.957	63.454	74.987	75.775	24.336	124.846
234018_s_at	56.03	23.965	6.478	38.331	50.515	12.109	78.615	60.324	8.933	18.708	45.445	5.949
234019_at	9.818	5.084	12.386	10.848	3.43	25.293	3.949	30.311	12.019	15.708	13.265	35.634
234020_x_at	91.025	58.702	136.711	137.803	120.218	123.374	86.601	152.395	53.377	135.597	144.539	165.405
234021_at	56.827	73.087	54.12	44.042	75.884	19.235	69.954	101.194	77.994	73.373	75.509	71.554
234022_at	30.921	15.001	29.755	24.455	36.212	41.499	67.182	57.869	77.19	50.548	16.876	57.631
234023_s_at	231.56	169.73	153.943	159.008	113.402	110.916	158.07	191.006	172.545	163.621	138.611	99.314
234024_at	20.321	20.345	22.334	29.158	22.096	11.13	17.073	29.735	34.882	29.946	33.335	48.028
234025_at	7.626	39.254	41.019	10.333	45.111	95.821	38.501	30.875	39.425	20.549	36.15	132.207
234026_at	89.991	56.161	123.291	98.998	114.494	55.019	146.352	20.983	58.488	47.356	30.778	20.321
234027_at	17.961	10.688	15.017	5.809	12.751	24.034	7.695	20.716	22.836	13.938	8.108	13.973
234028_at	7.604	48.589	32.111	25.177	24.661	6.031	9.187	46.205	2.141	55.12	57.783	56.646
234029_at	28.883	6.232	12.688	13.075	7.861	14.734	4.498	6.108	65.82	14.77	15.597	40.289
234030_at	77.635	44.622	60.049	92.977	73.298	94.809	68.282	57.027	60.673	95.213	69.128	48.64
234031_at	34.941	41.992	124.084	17.96	43.744	25.782	25.377	30.918	48.154	45.508	35.972	46.584
234032_at	102.841	112.51	90.045	173.139	197.216	199.474	203.798	179.943	195.517	203.852	238.771	261.537
234033_at	13.71	14.739	55.424	29.794	7.717	8.702	4.361	4.472	63.777	7.313	19.77	13.583
234034_at	210.517	239.951	179.275	318.723	341.158	282.843	166.594	216.762	132.403	233.197	183.651	251.988
234035_at	46.768	28.162	39.313	22.428	183.539	9.115	25.24	23.685	22.963	30.963	11.025	13.854
234036_x_at	7.902	19.402	15.054	13.381	31.429	52.719	26.463	5.547	6.608	11.513	3.147	8.331
234037_s_at	19.356	67.35	74.296	78.289	35.376	86.389	77.301	83.238	74.48	113.471	23.254	45.627
234038_at	5.526	1.982	5.32	31.437	3.924	7.914	6.73	10.809	27.904	3.014	8.141	28.676
234039_at	19.456	50.127	9.924	83.075	6.159	32.639	7.108	14.887	14.53	16.398	9.203	16.529
234040_at	120.951	145.664	108.271	117.963	124.777	142.72	129.783	132.924	113.257	159.976	157.706	140.127
234041_at	21.785	7.363	46.373	7.89	19.827	17.621	53.181	34.488	20.674	13.548	14.927	9.057
234042_at	117.772	231.396	130.125	20.253	38.228	131.725	74.543	97.042	142.433	65.104	234.079	150.007
234043_at	13.428	51.924	39.244	27.903	49.264	25.228	23.196	61.845	66.277	64.71	35.993	45.175
234044_at	58.575	46.008	43.199	28.506	41.165	128.046	93.409	51.837	43.876	37.61	37.887	50.431
234045_x_at	83.094	125.264	108.314	18.991	59.651	30.465	94.598	30.805	43.786	50.192	67.559	67.611
234046_at	61.447	70.277	27.178	49.427	106.018	9.116	62.051	27.572	34.877	147.001	104.911	30.557
234047_at	108.989	84.06	75.563	91.659	134.188	152.937	151.027	127.971	173.968	69.979	108.377	167.261
234048_s_at	78.942	150.826	135.546	76.418	120.716	102.936	105.721	159.072	104.267	197.181	83.442	199.99
234049_at	21.674	9.799	9.224	8.75	15.893	9.738	10.101	12.433	10.637	14.544	9.436	10.58
234050_at	87.353	67.746	73.453	100.397	99.966	112.197	114.53	91.244	85.156	133.052	79.986	127.458
234051_at	75.428	61.372	53.964	16.288	54.122	73.805	49.479	85.907	13.749	73.722	66.009	8.16
234052_at	31.474	28.268	22.356	13.714	14.69	67.277	41.074	39.095	14.271	102.976	8.974	13.087
234053_at	27.005	31.103	111.99	96.689	35.461	47.887	32.884	40.133	44.265	41.093	34.888	35.922
234054_at	37.248	22.269	41.607	58.017	44.065	38.205	31.581	22.074	21.407	41.039	76.596	26.903
234055_s_at	86.127	81.46	80.852	89.08	14.014	78.439	65.537	103.854	16.293	69.972	105.778	18.209
234056_at	122.496	91.415	112.985	23.869	38.769	125.392	85.735	135.581	86.482	79.132	59.944	88.996
234057_at	9.097	3.161	7.303	5.835	9.117	3.97	2.621	9.424	45.771	13.432	26.534	17
234058_at	21.952	87.865	111.011	18.892	21.913	19.42	69.977	22.8	51.042	55.772	35.664	99.953
234059_at	46.485	82.579	45.859	56.709	17.502	38.233	66.622	24.971	85.369	34.303	64.301	87.04
234060_at	7.313	5.146	6.68	4.61	9.148	10.724	8.312	7.024	7.546	9.603	7.864	17.976
234061_at	187.495	198.807	212.708	236.082	262.567	296.613	134.598	252.263	254.32	253.335	191.373	216.044
234062_at	80.768	93.25	11.596	57.698	14.895	25.696	32.74	31.641	24.379	33.382	35.208	39.942
234063_at	26.851	20.309	86.945	14.162	96.586	16.401	15.99	47.132	135.644	9.591	19.624	65.439
234064_at	87.461	16.084	9.531	15.969	14.671	14.028	47.89	53.701	12.298	94.197	8.758	25.275
234065_at	19.898	20.17	15.169	23.924	16.543	20.607	56.265	83.951	18.655	29.231	17.248	22.834
234066_at	167.077	152.419	248.474	77.782	229.177	82.907	67.171	195.488	191.463	137.229	171.155	41.314
234067_at	110.963	76.825	129.221	79.38	151.027	108.218	66.876	174.332	129	218.671	41.31	182.61
234068_s_at	309.55	299.798	251.764	294.258	222.499	227.613	263.361	268.178	202.075	245.822	313.421	267.42
234069_at	35.174	6.572	63.253	77.253	63.317	50.12	15.437	40.002	23.403	9.36	31.147	124.387
234070_at	157.401	184.013	186.359	161.492	250.04	247.727	214.32	82.91	159.429	202.975	102.109	142.373
234071_at	14.333	41.276	11.051	3.551	19.147	16.129	14.655	3.908	13.998	17.468	5.075	81.515
234072_at	163.796	215.954	192.477	194.363	154.315	205.516	131.67	163.694	178.595	214.827	202.451	204.621
234073_at	55.772	76.957	90.44	63.446	79.48	96.693	95.88	83.338	87.629	110.829	85.541	72.732
234074_at	101.347	14.697	144.991	95.355	89.577	102.389	19.817	156.537	117.172	125.081	61.492	130.733
234075_at	4.695	2.255	1.384	0.932	15.408	3.858	4.236	5.097	4.327	31.845	2.451	9.39
234076_at	46.571	33.698	65.285	93.091	10.167	35.051	15.49	69.743	5.171	6.397	5.385	10.732
234077_at	100.63	41.972	19.807	37.481	90.354	42.959	31.837	34.46	173.182	19.994	70.341	47.978
234078_at	8.936	11.583	13.006	9.743	22.612	19.754	40.696	9.006	10.065	9.768	14.781	10.567
234079_at	80.213	69.197	113.8	22.879	115.473	101.155	134.027	87.644	114.335	167.367	92.514	138.959
234080_at	15.082	6.754	59.418	41.672	16.131	35.253	60.272	69.891	47.484	29.291	33.712	8.154
234081_at	76.849	98.686	59.947	76.244	40.582	97.116	43.211	145.315	33.848	61.283	81.144	88.733
234082_at	56.101	66.52	58.862	17.913	80.348	43.581	135.882	110.693	134.189	92.739	104.839	41.224
