!Sample_title	PRB12534 Jurkat	PRB12535 Jurkat	PRB12536 Jurkat	PRB12537 IM-9	PRB12538 IM-9	PRB12539 IM-9	PRB12540 Raji	PRB12541 Raji	PRB12542 Raji	PRB12543 THP-1	PRB12544 THP-1	PRB12545 THP-1
228420_at	451.434	623.788	598.076	317.101	336.995	351.174	477.228	566.78	420.695	658.936	733.498	723.761
228421_s_at	56.735	5.996	50.057	23.815	4.6	9.529	6.57	15.481	11.346	11.334	10.743	5.88
228422_at	176.029	76.996	195.008	113.405	31.229	10.884	26.864	49.933	26.555	46.655	24.329	36.351
228423_at	237.606	346.949	181.385	736.394	850.742	715.916	1074.402	797.437	1061.599	81.038	14.5	58.776
228424_at	126.004	65.721	44.91	92.547	125.998	155.983	134.789	104.491	124.68	53.048	88.707	43.812
228425_at	22.045	5.241	19.399	8.738	7.139	11.361	4.795	9.336	7.7	12.066	3.523	8.661
228426_at	46.224	15.858	4.419	35.404	21.231	20.562	240.251	148.768	205.813	37.433	3.925	4.201
228427_at	355.477	214.555	266.195	259.629	210.227	208.969	689.249	653.175	572.237	511.719	345.858	390.326
228428_at	79.955	9.989	21.656	15.41	12.247	8.99	14.61	8.413	81.819	18.033	42.463	13.985
228429_x_at	417.843	393.93	456.932	613.382	349.261	403.086	478.092	577.891	437.039	692.263	497.86	530.667
228430_at	21.45	5.516	6.519	15.676	16.446	11.081	6.292	13.229	5.253	7.42	4.57	9.339
228431_at	150.3	34.754	12.649	54.615	46.672	53.411	33.8	18.019	47.496	52.114	43.392	11.032
228432_at	44.095	12.449	97.874	69.635	48.514	57.762	72.135	54.031	34.62	103.891	70.489	32.091
228433_at	335.64	679.313	607.834	352.169	342.037	265.954	504.738	685.71	541.218	246.13	364.1	342.431
228434_at	340.791	463.015	399.393	1809.605	1405.457	1227.59	67.32	7.829	57.537	189.865	117.126	103.896
228435_at	176.437	119.29	172.076	277.964	273.244	300.771	244.483	400.334	293.555	307.18	344.41	363.458
228436_at	204.556	283.015	156.789	222.602	218.097	218.31	225.758	195.723	250.353	323.971	237.7	280.078
228437_at	555.599	498.401	496.797	421.424	273.025	309.302	275.056	299.665	286.099	728.393	914.184	783.794
228438_at	11.716	6.016	1.309	309.629	227.523	207.994	4.513	10.94	5.119	182.897	200.839	289.538
228439_at	63.374	52.24	63.104	69.87	29.749	24.855	12.699	12.169	62.451	116.425	138.728	213.935
228440_at	35.8	16.452	6.474	3.926	14.102	7.194	3.326	6.276	5.078	22.702	4.166	14.421
228441_s_at	59.772	20.956	15.004	13.137	14.808	16.976	24.233	12.662	15.04	9.984	19.699	9.179
228442_at	608.617	585.903	590.695	19.684	12.323	10.816	707.71	653.701	641.845	204.412	264.212	269.49
228443_s_at	137.456	193.854	390.116	1203.286	988.933	952.283	1376.513	1675.811	1540.717	2931.963	2126.223	3139.656
228444_at	45.243	13.088	18.572	9.304	24.512	12.008	7.131	28.831	6.539	61.086	124.671	21.632
228445_at	63.159	81.261	201.222	403.359	436.73	407.505	116.457	94.815	136.979	196.239	199.424	189.267
228446_at	447.294	492.491	455.73	434.752	336.754	346.601	476.834	492.96	472.496	781.703	794.338	794.352
228447_at	133.881	21.226	149.437	83.835	86.349	187.09	206.877	24.309	150.898	188.563	116.421	141.491
228448_at	163.075	160.642	224.384	129.163	38.806	199.545	76.613	136.598	140.425	147.703	93.041	242.018
228449_at	85.162	22.784	10.941	23.948	13.76	14.366	52.49	13.34	133.15	12.777	18.83	23.74
228450_at	139.916	197.286	168.443	16.965	22.368	34.083	8.818	19.34	11.07	76.205	35.051	105.567
228451_at	12.168	9.932	7.51	12.288	9.972	8.742	22.309	24.752	19.425	6.138	8.072	6.406
228452_at	1205.77	1231.226	1060.382	622.375	512.95	573.412	686.11	623.798	626.87	286.803	267.131	219.944
228453_at	243.278	219.474	226.537	185.341	116.138	114.055	63.698	143.089	132.037	153.91	195.282	197.426
228454_at	279.007	334.129	402.381	268.143	264.872	370.275	252.881	277.878	362.769	161.727	198.039	201.891
228455_at	280.597	453.196	464.299	236.738	202.233	268.43	240.251	163.349	285.062	178.089	180.521	269.065
228456_s_at	1142.047	853.502	1006.593	861.122	658.613	690.276	884.644	1070.035	883.998	525.967	517.872	421.018
228457_at	210.97	269.624	238.299	335.358	236.509	238.561	271.781	332.609	340.03	201.934	221.271	172.063
228458_at	168.179	185.321	165.829	276.21	192.82	151.351	282.364	178.308	250.093	232.945	303.057	66.155
228459_at	20.62	5.308	12.026	8.512	19.77	8.048	3.124	4.501	6.383	17.863	23.108	12.291
228460_at	444.123	417.392	367.879	386.923	339.943	367.662	460.398	372.334	478.338	509.031	494.449	529.281
228461_at	94.702	16.459	101.95	1688.602	1505.537	1436.946	34.258	134.571	64.998	278.737	35.812	189.934
228462_at	7.396	6.102	6.03	7.531	13.55	12.686	7.033	10.947	7.075	6.268	8.577	10.548
228463_at	37.715	63.64	61.928	42.666	20.428	86.955	35.663	14.964	14.542	32.457	25.108	13.944
228464_at	273.352	235.58	209.351	119.729	206.275	198.385	372.501	270.661	292.911	68.117	148.951	130.558
228465_at	102.564	129.878	60.083	203.636	228.224	161.536	208.68	169.318	182.653	240.473	137.252	163.851
228466_at	906.386	802.939	921.375	488.498	501.611	568.913	442.27	415.637	514.778	723.212	779.329	903.611
228467_at	120.037	11.242	30.343	10.242	75.884	16.294	13.228	34.39	5.908	25.884	19.476	18.266
228468_at	896.151	717.095	637.781	657.749	504.79	544.171	891.749	776.797	985.633	832.022	720.176	772.314
228469_at	185.192	202.103	191.141	97.495	112.771	102.466	61.114	78.358	125.18	137.584	160.751	163.016
228470_at	8.501	6.925	3.957	8.698	16.002	10.114	12.531	12.902	2.705	6.825	2.605	4.221
228471_at	75.264	167.778	132.718	550.541	524.867	374.857	317.097	287.404	309.763	215.195	225.492	225.5
228472_at	84.038	125.167	151.224	355.885	255.369	308.318	132.4	57.584	39.267	261.124	171.123	129.682
228473_at	177.509	135.943	182.653	163.873	190.812	247.472	123.848	254.912	218.64	239.972	266.269	231.253
228474_s_at	39.424	9.487	60.342	46.611	6.485	16.602	22.213	16.725	15.227	78.969	4.153	24.62
228475_at	183.342	91.898	178.249	98.069	133.143	167.497	153.166	124.912	160.471	157.038	162.773	220.341
228476_at	29.984	160.283	125.603	89.647	27.934	31.393	192.869	164.771	117.522	102.467	102.946	56.787
228477_at	983.169	1385.87	1097.55	1603.367	2087.295	2112.318	1844.858	1904.035	1609.862	1193.99	1324.934	1280.581
228478_at	371.954	551.054	452.16	677.824	758.068	709.902	784.766	713.932	887.647	841.674	1032.302	1102.878
228479_at	1357.947	1657.384	1536.445	814.643	915.366	874.704	686.585	727.258	831.878	845.68	772.572	807.611
228480_at	338.419	502.548	484.319	193.889	212.902	230.695	185.759	217.26	202.683	283.248	249.198	288.413
228481_at	18.546	117.663	8.555	53.696	84.395	42.089	28.079	20.517	51.379	14.703	66.5	164.041
228482_at	142.049	37.941	40.827	9.293	20.458	133.492	15.926	81.969	55.915	87.99	107.6	130.879
228483_s_at	223.818	199.34	175.933	318.822	298.518	253.826	400.45	809.347	539.505	348.68	509.459	483.673
228484_s_at	40.732	7.747	44.006	11.022	15.295	49.038	53.621	70.242	19.675	10.969	9.29	61.076
228485_s_at	287.65	297.23	383.872	108.707	24.98	123.254	171.806	119.905	209.818	1372.06	1539.742	1497.765
228486_at	20.7	13.121	25.319	13.787	9.143	15.882	6.868	13.215	20.179	1838.151	1727.52	2091.169
228487_s_at	268.569	316.891	241.62	640.3	555.145	554.446	425.354	491.503	403.005	2313.247	2870.337	2732.063
228488_at	95.453	54.929	7.839	112.498	44.724	19.454	12.529	36.381	17.627	14.044	52.626	39.648
228489_at	112.376	22.821	15.005	111.584	114.194	77.271	19.014	16.781	15.757	26.643	33.72	61.278
228490_at	492.012	460.017	475.463	313.124	394.017	380.397	247.857	244.385	311.611	479.948	552.513	452.597
228491_at	18.064	6.766	71.242	12.924	7.444	7.353	17.638	16.33	10.862	7.234	19.138	7.741
228492_at	20.794	22.101	7.773	68.754	31.885	16.227	517.544	517.47	426.648	32.303	39.661	59.021
228493_at	108.036	130.916	151.902	16.831	22.274	10.423	74.788	12.119	60.436	17.224	104.102	19.515
228494_at	96.751	21.182	64.03	33.272	39.942	10.948	26.871	46.415	37.03	59.967	47.795	3.332
228495_at	329.575	454.589	299.314	502.025	535.917	457.993	389.419	370.447	394.634	535.797	530.328	674.424
228496_s_at	3.31	8.418	5.049	25.304	47.452	21.714	2.193	17.759	12.813	14.595	88.444	120.445
228497_at	73.606	33.472	20.316	169.292	190.789	187.846	45.595	9.655	30.18	1486.059	1306.651	1549.359
228498_at	193.599	157.437	62.348	5038.451	3586.265	3556.342	3879.218	4849.731	3156.119	2520.28	2137.97	2427.276
228499_at	319.266	200.952	354.444	568.072	212.571	148.945	965.869	2733.325	1545.634	322.124	369.533	263.268
228500_at	600.657	429.044	622.389	228.063	210.389	257.17	327.347	508.116	304.466	356.272	254.918	349.763
228501_at	64.119	48.883	87.644	64.779	21.479	49.822	15.405	15.26	44.917	39.966	88.185	90.493
228502_at	18.607	1.258	24.717	2.696	4.475	6.19	2.893	20.577	19.308	6.267	1.668	14.893
228503_at	76.578	79.566	56.159	55.715	42.302	61.727	78.935	18.334	42.627	28.576	17.442	62.889
228504_at	52.709	20.056	39.771	32.744	28.046	53.369	16.883	45.81	48.465	61.205	61.548	3.45
228505_s_at	874.936	880.058	897.794	470.812	535.733	534.507	524.432	555.918	567.284	603.008	516.023	539.124
228506_at	321.579	377.437	329.718	278.766	227.277	244.991	273.713	150.658	368.661	125.725	132.474	134.072
228507_at	11.227	11.56	6.004	24.968	57.504	5.727	14.962	12.146	8.09	10.026	10.594	9.342
228508_at	14.687	7.95	20.119	28.654	24.712	9.421	25.001	28.411	29.842	27.485	34.994	32.736
228509_at	50.596	15.851	103.798	13.357	15.351	16.787	12.612	112.197	13.621	92.964	32.051	96.163
228510_at	225.782	171.728	315.753	93.906	124.557	162.096	96.747	127.598	42.99	108.98	10.75	95.571
228511_s_at	5.276	7.25	11.714	8.299	19.57	44.863	10.398	5.836	7.448	8.87	11.452	5.795
228512_at	427.845	659.301	515.677	361.692	378.095	405.223	557.191	627.61	596.029	408.872	482.861	464.021
228513_at	205.332	111.825	137.95	116.181	122.821	66.754	152.299	62.77	160.35	173.961	127.007	143.647
228514_at	10.878	10.407	8.493	8.738	8.647	8.909	7.768	9.722	5.123	8.311	7.373	5.85
228515_at	294.243	525.176	428.211	33.917	117.168	83.473	15.001	41.297	28.651	118.129	285.982	222.724
228516_at	654	712.381	726.606	481.061	344.501	364.303	221.432	245.35	336.001	492.358	517.022	526.979
228517_at	366.234	422.625	312.851	170.993	120.036	75.91	141.217	51.095	153.153	93.639	160.965	106.073
228518_at	73.146	132.214	16.374	4957.046	4568.195	4720.622	1618.903	2219.966	1342.175	1312.554	140.592	437.416
228519_x_at	509.641	385.247	316.615	419.548	317.357	255.522	625.62	382.07	494.728	440.1	358.102	402.752
228520_s_at	248.967	208.55	307.201	36.964	6.587	63.731	168.8	143.431	149.185	676.774	893.033	937.103
228521_s_at	702.138	588.41	691.976	710.415	242.922	427.27	894.347	932.876	692.203	361.127	295.407	243.121
228522_at	194.176	202.335	228.492	172.649	266.736	163.797	228.047	196.955	279.029	371.326	326.936	355.039
228523_at	151.884	313.259	274.781	109.884	61.915	65.522	200.372	179.405	191.238	523.022	661.186	517.003
228524_at	125.12	92.369	137.074	269.034	163.276	221.663	85.091	183.853	150.927	355.372	339.01	324.616
228525_at	20.213	8.008	63.845	25.715	16.877	27.752	20.589	33.042	20.881	41.928	26.407	37.607
228526_at	96.035	18.93	89.159	63.995	38.779	135.632	38.14	99.554	15.378	162.824	100.993	146.091
228527_s_at	15.029	13.221	62.801	69.395	103.998	65.095	160.169	252.44	148.762	133.462	108.931	160.31
228528_at	674.366	639.274	542.658	166.831	171.391	169.376	295.293	253.225	286.38	69.404	62.512	123.229
228529_at	219.423	229.534	225.551	120.38	47.048	67.667	68.673	37.679	74.044	98.861	103.932	93.05
228530_at	345.571	334.405	375.175	206.971	207.522	142.727	285.506	370.491	252.465	157.124	205.054	218.857
228532_at	75.743	78.126	23.609	22.93	77.777	31.121	22.096	25.252	7.195	1240.699	1570.302	1507.614
228533_at	83.114	97.511	20.818	74.898	136.351	118.295	106.183	183.834	88.018	42.834	90.925	155.557
228534_s_at	85.486	38.661	109.107	92.85	82.109	45.594	84.954	78.857	96.569	104.3	49.12	112.575
228535_at	536.58	751.996	658.25	352.522	481.984	342.298	432.277	431.173	484.057	613.947	269.133	354.07
228536_at	665.221	773.527	685.74	559.105	533.782	636.377	662.564	743.981	677.244	513.912	604.208	534.232
228537_at	48.029	68.849	238.521	24.641	86.879	49.136	23.096	109.309	99.136	228.591	136.182	80.175
228538_at	71.317	62.972	14.082	87.575	48.309	42.901	42.467	107.423	8.972	95.269	81.455	110.68
228539_at	177.088	215.382	188.494	172.883	140.218	165.809	137.25	107.992	171.076	7.117	57.305	70.145
228540_at	164.92	81.77	68.4	140.018	23.67	91.298	9.309	82.14	38.567	375.652	509.519	421.728
228541_x_at	273.213	520.539	357.368	417.696	435.976	503.342	255.046	241.066	339.77	533.479	619.069	499.246
228542_at	140.863	252.638	235.971	145.123	174.402	198.097	526.739	403.799	404.197	146.858	124.014	36.394
228543_at	851.801	1272.936	823.931	1193.622	1003.183	891.084	1287.208	1006.339	1325.109	466.626	476.59	585.992
228544_s_at	1084.577	871.363	1025.371	673.529	691.476	628.636	741.049	852.49	801.334	619.708	716.056	381.535
228545_at	725.628	837.301	733.789	751.979	692.603	643.483	596.534	619.755	823.83	660.167	823.946	803.915
228546_at	19.915	5.598	6.254	9.245	6.793	4.904	10.907	25.225	21.31	4.109	22.292	34.933
228547_at	64.329	24.47	33.269	76.096	85.044	100.025	16.409	5.126	39.855	68.508	28.72	60.257
228548_at	631.992	605.643	663.945	752.72	530.232	416.458	427.724	485.845	414.199	582.06	416.962	455.684
228549_at	94.129	116.657	109.286	214.171	90.429	149.671	100.473	70.455	67.088	184.21	167.264	208.385
228550_at	462.288	374.555	499.032	72.246	63.211	44.118	23.958	41.687	46.389	299.807	225.131	300.498
228551_at	109.184	93.854	98.929	81.519	78.079	60.467	430.298	446.012	477.78	159.858	183.601	214.626
228552_s_at	83.214	94.248	122.849	114.582	83.011	122.743	89.258	42.192	126.124	56.292	78.619	174.542
228553_at	138.412	62.163	151.913	75.941	131.605	109.859	89.378	94.307	97.688	142.733	44.916	160.316
228554_at	91.087	9.618	13.812	32.134	76.872	12.461	13.049	101.601	84.095	652.174	968.588	886.087
228555_at	179.067	163.976	148.675	1435.587	878.005	795.478	1153.995	992.7	805.784	1693.834	2027.275	2033.915
228556_at	249.459	280.716	181.849	276.39	397.978	305.261	283.593	268.139	323.077	258.416	312.751	193.673
228557_at	76.6	14.773	33.823	99.976	100.782	40.403	68.145	85.303	121.362	79.28	29.107	50.803
228558_at	528.682	195.742	356.223	264.895	372.155	378.081	340.767	363.002	403.785	356.066	367.406	267.351
228559_at	1460.664	1694.987	1712.778	943.549	1097.177	1245.275	874.445	836.887	1014.849	1414.317	1328.453	1337.183
228560_at	107.399	17.337	127.332	23.292	16.68	35.681	17.14	29.263	18.033	42.662	36.295	45.149
228561_at	382.275	278.158	332.345	278.855	271.264	232.471	301.13	219.322	298.118	329.38	282.564	283.626
228562_at	540.831	388.726	341.376	679.127	389.573	382.393	1152.797	1432.762	1326.787	546.954	831.597	725.105
228563_at	661.131	592.144	836.877	219.913	196.987	132.334	64.828	226.262	157.849	48.07	50.961	38.289
228564_at	18.943	33.148	20.376	87.998	95.944	110.963	8.467	14.253	21.063	59.096	22.851	16.094
228565_at	620.502	783.384	454.208	29.668	49.682	47.911	338.485	241.468	311.647	673.788	1034.039	835.721
228566_at	1034.077	770.648	752.588	290.383	585.908	617.602	550.466	681.103	512.1	296.367	260.9	227.63
228567_at	444.094	667.268	516.465	301.43	281.796	346.659	286.612	254.433	357.029	185.745	340.915	220.882
228568_at	130.148	112.331	116.583	87.237	150.276	104.984	81.862	128.032	98.697	140.473	152.554	117.335
228569_at	879.08	779.139	724.728	808.841	524.413	573.472	853.761	954.585	894.632	499.771	578.419	614.022
228570_at	1308.512	1241.289	1274.221	60.567	94.175	127.64	45.516	119.016	17.468	47.883	92.518	145.514
228571_at	1211.615	1428.16	1365.486	764.243	639.377	859.513	1046.882	945.445	1142.088	830.119	1323.719	1024.056
228572_at	144.329	69.124	269.515	305.196	335.782	239.789	590.994	598.8	621.089	114.505	188.325	225.168
228573_at	166.945	173.905	154.804	133.321	67.288	46.175	51.414	84.487	69.743	196.057	199.842	156.546
228574_at	25.035	91.35	79.963	120.809	53.903	73.386	120.232	220.859	208.341	42.801	179.486	103.907
228575_at	17.391	46.963	72.534	78.636	49.6	44.408	46.697	39.211	128.075	124.62	79.157	48.241
228576_s_at	8.739	2.795	3.139	3.066	3.146	3.103	10.957	5.67	6.393	3.292	7.188	12.892
228578_at	146.732	278.034	152.071	706.857	1065.441	1017.955	843.03	799.967	810.379	846.206	699.546	707.175
228579_at	328.972	180.26	350.285	115.453	162.599	142.615	87.011	234.992	200.735	303.043	203.921	295.014
228580_at	349.61	82.694	192.536	179.306	167.009	182.759	95.798	169.461	86.522	269.156	169.403	197.457
228581_at	205.687	11.357	15.265	7.475	11.483	14.798	8.558	10.954	9.907	5.656	67.432	16.965
228582_x_at	191.066	155.552	180.945	309.162	354.254	294.502	170.059	156.578	237.466	302.097	263.548	246.796
228583_at	666.932	648.854	609.603	824.322	788.115	866.229	495.435	388.764	491.975	521.165	474.011	542.047
228584_at	397.725	448.675	400.487	313.957	375.704	346.37	211.02	229.865	228.577	250.704	162.338	211.661
228585_at	36.2	5.699	7.61	671.976	628.697	586.982	24.674	68.474	20.155	47.048	8.855	46.873
228586_at	10.475	8.83	8.438	5.228	10.853	9.633	10.164	8.706	8.08	6.248	10.515	14.996
228587_at	66.071	55.661	144.963	29.183	36.271	111.81	73.193	235.762	53.298	135.585	83.863	110.28
228588_s_at	1729.112	1677.987	1512.964	2001.72	1860.389	1727.349	2708.776	2759.464	2477.589	1827.655	1790.1	1821.506
228589_at	35.534	66.3	21.324	50.13	83.354	95.323	66.512	110.275	111.487	45.113	140.612	116.317
228590_at	337.714	379.424	365.642	140.233	44.554	149.078	237.583	278.12	129.549	201.376	296.789	202.881
228591_at	96.654	130.639	111.176	126.789	71.035	114.95	116.267	92.541	101.846	115.524	148.969	116.252
228593_at	24.162	15.105	14.575	14.132	14.654	22.284	19.175	12.87	13.146	19.876	13.648	23.818
228594_at	1258.055	1295.876	1143.049	990.018	758.282	829.328	1052.32	1029.475	916.147	1121.275	1547.692	1508.351
228595_at	442.442	518.006	429.561	460.342	496.233	478.786	637.767	502.656	465.539	473.351	298.311	474.329
228596_at	213.852	47.66	135.454	27.458	12.721	13.852	10.848	76.11	6.929	64.651	102.84	95.937
228597_at	4943.443	6355.941	5038.199	2469.222	3188.548	3287.898	2443.048	1779.173	3334.2	1448.237	2111.798	1671.906
228598_at	437.647	556.022	502.458	7.115	16.782	33.837	39.051	23.647	36.912	62.225	27.716	55.818
228600_x_at	651.004	604.472	590.419	101.033	44.832	28.011	18.971	8.615	12.333	234.002	319.774	279.109
228601_at	162.032	32.745	53.117	4.983	16.59	44.851	46.672	40.544	44.517	9.431	27.518	26.761
228602_at	244.714	186.368	139.78	123.714	81.212	180.273	116.163	150.94	166	285.036	155.49	276.042
228603_at	495.948	762.412	631.764	779.475	967.049	978.718	928.206	804.641	1066.879	434.81	625.565	596.308
228604_at	458.373	382.923	312.27	143.485	172.951	182.655	273.363	299.249	363.762	120.389	143.912	181.774
228605_at	783.896	753.383	799.298	758.956	901.954	960.241	815.51	777.081	672.859	809.11	479.325	505.758
228606_at	2044.269	2517.041	2045.493	2274.759	1718.982	1650.866	1326.313	1287.288	1274.765	999.456	890.646	1009.496
228607_at	187.861	76.554	146.691	451.101	370.011	314.785	366.991	443.418	308.568	207.921	159.62	165.607
228608_at	93.852	58.917	26.848	49.684	37	9.638	55.163	54.3	66.964	57.833	32.378	47.981
228609_at	6.343	6.398	15.619	3.329	11.782	4.807	13.158	2.033	12.796	12.486	7.577	8.434
228610_at	169.712	118.795	194.105	158.14	155.871	158.33	165.454	163.062	119.855	212.881	135.904	173.93
228611_s_at	839.96	603.652	734.298	414.787	348.171	426.602	504.004	674.766	501.321	722.147	536.59	514.724
228612_at	568.418	558.125	527.699	847.895	1135.901	1081.93	882.719	1077.343	838.027	916.528	658.247	927.614
228613_at	290.516	480.231	563.052	282.105	277.949	291.082	198.237	155.311	221.616	122.576	122.016	154.582
228614_at	1085.246	986.662	1184.503	1798.348	1698.432	1475.483	895.814	1043.546	911.686	1384.377	1280.82	1260.684
228615_at	341.9	455.439	371.562	232.744	213.415	219.451	205.973	113.825	226.973	216.678	154.996	280.509
228616_at	17.25	73.65	47.417	114.659	16.124	127.723	51.44	21.519	23.767	56.171	127.964	117.182
228617_at	117.549	193.02	142.523	149.643	149.873	155.728	93.146	87.929	192.484	520.268	794.765	703.161
228618_at	67.896	78.005	46.979	19.579	7.61	20.94	24.107	8.601	21.012	44.829	17.955	9.983
228619_x_at	702.398	702.959	592.594	569.018	521.169	560.141	1380.01	1342.516	1236.332	1870.489	2316.143	2181.209
228620_at	605.29	523.461	461.309	473.914	654.421	621.696	54.183	4.314	12.203	293.356	358.774	332.768
228621_at	46.124	106.345	66.312	77.161	77.78	69.998	47.464	53.492	12.026	85.709	122.019	151.312
228622_s_at	339.298	277.32	280.444	1045.237	376.548	396.065	686.438	696.88	475.756	797.775	797.682	753.444
228623_at	35.257	187.312	134.988	6.726	10.894	21.687	6.346	110.499	7.972	9.94	64.695	116.678
228624_at	17.315	7.051	6.352	12.957	12.727	6.186	4.268	9.555	6.654	302.199	388.143	296.989
228625_at	47.451	47.78	89.824	23.684	90.234	29.915	27.547	42.393	62.999	9026.902	10034.955	10613.341
228626_at	235.557	153.446	204.317	217.756	207.901	188.433	256.329	176.524	160.931	168.573	83.122	162.841
228627_at	265.941	288.663	177.068	88.394	156.986	165.597	200.984	135.385	210.427	217.394	184.353	161.867
228628_at	444.852	396.353	522.397	267.835	387.514	307.771	523.42	529.342	748.451	3601.624	3826.753	4588.711
228629_s_at	5.404	4.643	6.952	4.162	11.187	9.548	10.093	7.7	4.346	5.746	4.29	7.378
228630_at	361.502	342.418	293.097	355.821	228.109	229.024	79.963	70.809	92.802	368.703	228.56	276.327
228631_s_at	101.521	136.548	96.094	7.461	102.673	81.169	130.038	22.547	168.778	102.334	80.273	16.092
228632_at	36.002	62.109	97.063	47.388	37.426	8.124	25.531	61.859	41.198	56.282	28.853	27.066
228633_s_at	1133.484	913.619	1006.785	690.704	661.205	709.471	754.136	654.818	705.55	674.379	539.002	672.602
228634_s_at	96.829	106.119	18.792	176.661	118.477	102.997	155.111	178.476	189.808	10.838	50.069	67.737
228635_at	8.026	6.232	12.38	5.68	9.846	6.727	8.11	10.209	8.8	7.223	44.789	6.5
228636_at	85.771	113.998	51.021	381.89	237.891	249.739	82.373	68.874	94.885	7675.563	10056.305	8895.241
228637_at	3.464	4.562	5.406	65.949	42.391	24.735	3.996	7.967	23.308	4.673	21.998	21.184
228638_at	641.986	594.477	690.379	783.304	846.618	680.974	1351.984	1117.567	1268.653	680.455	622.873	719.216
228639_at	235.11	182.203	247.694	177.721	151.063	190.954	164.09	163.655	149.019	365.594	250.086	281.272
228640_at	92.749	24.842	67.265	38.522	46.675	23.426	42.112	9.21	25.958	87.56	79.264	68.795
228641_at	240.296	287.525	229.171	1165.057	917.944	952.085	333.652	323.638	249.505	1019.188	971.568	1054.202
228642_at	393.995	275.736	390.162	296.366	318.39	239.101	453.176	349.655	276.632	352.162	208.116	189.973
228643_at	131.4	85.061	101.38	96.991	97.15	98.69	161.196	131.64	114.854	85.981	131.983	94.139
228644_s_at	95.292	70.162	158.73	163.553	94.914	93.231	114.307	152.791	34.678	115.695	78.93	167.311
228645_at	146.02	86.775	149.632	128.091	312.606	214.299	167.22	102.849	194.658	280.695	245.717	222.318
228646_at	345.464	112.397	179.399	27.211	20.43	17.391	100.136	93.878	70.223	72.846	123.922	163.152
228647_at	146.168	112.891	64.685	540.335	350.481	300.494	176.191	242.934	151.956	200.524	183.989	184.746
228648_at	64.349	60.44	37.776	121.997	139.06	187.89	126.843	203.203	117.071	825.854	949.72	944.603
228649_at	48.623	103.365	48.004	52.153	230.315	180.111	91.941	138.126	64.195	152.27	74.85	233.686
228650_at	1978.453	1574.822	1504.454	915.697	819.005	761.529	1315	1544.02	1069.559	1013.714	1121.711	1238.722
228651_at	83.983	60.288	77.188	46.171	73.677	9.482	60.638	106.189	111.663	80.034	49.704	23.294
228652_at	371.751	479.805	398.486	492.696	606.247	493.764	486.309	448.184	480.815	483.624	596.24	570.376
228653_at	17.038	10.113	19.866	109.638	47.745	13.539	10.645	16.823	7.438	37.581	56.815	64.171
228654_at	1449.112	2121.14	1337.77	1992.26	2176.278	2136.095	762.719	693.268	921.692	1452.035	1963.745	1826.889
228655_at	774.773	1372.682	1158.157	209.533	353.307	347.173	172.773	237.325	299.529	248.06	229.077	225.053
228656_at	282.397	195.784	230.885	48.711	86.032	49.06	61.774	58.493	83.758	91.964	92.182	113.789
228657_at	103.402	74.363	57.624	102.968	56.803	64.465	58.496	50.587	4.065	136.838	116.122	53.877
228658_at	460.863	265.073	384.775	126.146	191.571	149.532	111.124	142.281	147.174	190.995	102.551	144.176
228659_at	35.952	17.515	40.148	20.203	47.139	14.601	24.784	24.322	20.663	15.372	12.239	18.663
228660_x_at	637.412	421.225	625.435	476.802	424.214	552.391	272.183	174.385	151.133	219.375	115.138	203.013
228661_s_at	784.053	627.454	620.337	437.088	568.49	493.304	845.925	654.155	732.863	556.473	740.371	626.36
228662_at	1797.638	1718.913	1624.564	1006.308	771.754	744.201	1030.41	908.753	851.953	693.92	912.376	795.793
228663_x_at	140.345	116.567	89.139	32.762	59.143	196.088	108.042	51.481	72.085	41.635	94.234	143.56
228664_at	310.602	434.672	225.196	315.327	355.501	405.356	276.258	469.176	336.6	336.413	247.008	101.391
228665_at	61.802	41.149	182.913	81.593	34.953	90.782	52.314	86.688	16.323	91.439	140.551	85.752
228666_at	26.387	33.449	31.22	52.722	31.102	40.474	61.762	30.006	80.926	114.892	29.998	95.099
228667_at	80.705	99.014	51.6	38.661	7.989	34.854	90.864	98.088	8.964	83.923	17.475	4.243
228668_x_at	15.13	34.882	70.984	66.602	63.516	34.9	52.812	44.021	25.031	64.705	70.26	11.637
228669_x_at	24.486	60.736	25.867	24.325	23.799	52.008	25.878	76.524	30.056	43.305	34.942	25.29
228670_at	161.873	253.361	198.912	517.417	319.307	257.416	369.651	303.849	271.765	337.715	406.981	531.214
228672_at	6.669	17.559	21.713	5.627	9.739	54.389	31.738	19.528	27.041	5.606	22.162	7.641
228673_s_at	136.94	84.433	80.744	153.404	110.929	223.659	86.364	173.169	112.348	123.356	32.481	153.187
228674_s_at	131.329	191.236	223.301	754.66	571.376	731.497	337.9	404.275	333.713	157.966	103.453	138.363
228676_at	134.188	106.217	69.118	80.592	140.367	103.049	199.398	100.892	132.561	67.93	55.279	115.231
228677_s_at	569.793	386.125	606.037	1084.915	1062.037	1227.559	528.115	551.051	398.67	467.244	292.079	327.897
228678_at	135.751	9.483	8.084	807.924	515.562	547.395	423.514	517.783	485.802	205.08	154.221	140.752
228679_at	10.568	23.304	79.855	9.194	32.822	11.926	34.629	48.861	21.116	20.722	57.824	74.853
228680_at	843.392	1137.248	898.986	656.623	566.115	488.547	1930.108	1883.02	1983.606	149.376	196.486	171.96
